案件編號,派工項目,案件地址,立案日期,立案時間
202402010,場所與設施噪音舉發,士林區臺北市士林區明勝里018鄰承德路四段６巷２０號,20240201,001600
202402010,場所與設施噪音舉發,信義區臺北市信義區四育里016鄰永吉路３５１號,20240201,001700
202402010,場所與設施噪音舉發,中正區100台灣台北市中正區忠孝西路一段80號,20240201,001900
202402010,污染舉發,文山區臺北市文山區興旺里016鄰福興路７８巷１弄２號,20240201,002100
202402010,污染舉發,中正區100台灣台北市中正區忠孝西路一段80號,20240201,002500
202402010,場所與設施噪音舉發,內湖區臺北市內湖區碧山里014鄰內湖路三段１４２號,20240201,003400
202402010,大型廢棄物清運聯繫,南港區臺北市南港區中研里022鄰研究院路二段３４巷１１號,20240201,004000
202402010,場所與設施噪音舉發,信義區臺北市信義區松友里006鄰信義路六段７４號,20240201,004500
202402010,大型廢棄物清運聯繫,信義區110台灣台北市信義區福德街232巷6弄12號,20240201,004600
202402010,大型廢棄物清運聯繫,松山區臺北市松山區民有里026鄰民權東路三段１０６巷１號,20240201,004900
202402010,大型廢棄物清運聯繫,大安區臺北市大安區大學里010鄰新生南路三段８６巷７號,20240201,004900
202402010,場所與設施噪音舉發,文山區臺北市文山區木新里021鄰保儀路１０９巷４號,20240201,005800
202402010,場所與設施噪音舉發,中山區臺北市中山區中山里011鄰中山北路二段７７巷１９之３號,20240201,010600
202402010,道路散落物或油漬處理,內湖區臺北市內湖區寶湖里014鄰民權東路六段１８０巷２３號,20240201,010600
202402010,大型廢棄物清運聯繫,信義區台北市信義區永吉路225巷32弄29號,20240201,012200
202402010,大型廢棄物清運聯繫,信義區110台灣台北市信義區吳興街600巷59弄5號,20240201,012400
202402010,大型廢棄物清運聯繫,信義區110台灣台北市信義區吳興街600巷59弄5號,20240201,012400
202402010,大型廢棄物清運聯繫,信義區110台灣台北市信義區吳興街600巷59弄5號,20240201,012500
202402010,場所與設施噪音舉發,南港區臺北市南港區西新里004鄰昆陽街６０巷８號,20240201,015200
202402010,場所與設施噪音舉發,中山區臺北市中山區集英里001鄰民生西路４５巷３弄２號,20240201,020800
202402010,場所與設施噪音舉發,中山區臺北市中山區集英里001鄰民生西路４５巷３弄２號,20240201,023100
202402010,場所與設施噪音舉發,中山區臺北市中山區正義里006鄰林森北路８５巷６８號,20240201,023100
202402010,場所與設施噪音舉發,中山區臺北市中山區正義里005鄰林森北路８５巷５７號,20240201,031000
202402010,場所與設施噪音舉發,松山區TPE臺北市松山區南京東路五段200號,20240201,032300
202402010,路燈故障或設施損壞,信義區松山慈惠堂,20240201,040000
202402010,大型廢棄物清運聯繫,大安區106台灣台北市大安區安東街35巷10號,20240201,052300
202402010,污染舉發,大安區臺北市大安區群英里024鄰和平東路三段１巷７２弄７號,20240201,055300
202402010,場所與設施噪音舉發,中山區臺北市中山區正義里007鄰林森北路１０７巷４６號,20240201,060300
202402010,大型廢棄物清運聯繫,大同區103台灣台北市大同區延平北路三段23巷2號,20240201,060600
202402010,大型廢棄物清運聯繫,文山區臺北市文山區興得里004鄰辛亥路五段５５巷１４號,20240201,061000
202402010,鄰里無主垃圾清運,大安區106台灣台北市大安區辛亥路一段137-2號,20240201,071400
202402010,場所與設施噪音舉發,松山區臺北市松山區東光里028鄰南京東路五段１２３巷６弄１１號,20240201,073900
202402010,大型廢棄物清運聯繫,文山區116台灣台北市文山區興隆路一段70巷9弄21號,20240201,074700
202402010,大型廢棄物清運聯繫,大安區臺北市大安區仁愛里009鄰大安路一段１２６巷６號,20240201,075900
202402010,交通號誌異常,大安區金華街-愛國東路210巷,20240201,080000
202402010,大型廢棄物清運聯繫,內湖區內湖路一段605巷8號,20240201,080900
202402010,鄰里無主垃圾清運,大安區106台灣台北市大安區辛亥路一段137-2號,20240201,081000
202402010,用戶無水、漏水報修,內湖區臺北市內湖區紫星里007鄰星雲街３１號,20240201,081400
202402010,污染舉發,萬華區臺北市萬華區華江里001鄰環河南路二段３３６號,20240201,081500
202402010,交通號誌異常,北投區文承路-北科路,20240201,081600
202402010,大型廢棄物清運聯繫,松山區臺北市松山區新聚里014鄰南京東路五段２５０巷１８弄２８號,20240201,082300
202402010,人孔蓋(含周邊)破損、遺失處理,信義區110台灣台北市信義區忠孝東路五段423巷3弄15號,20240201,082400
202402010,場所與設施噪音舉發,士林區臺北市士林區德華里009鄰文林路７４０巷１３號,20240201,082600
202402010,大型廢棄物清運聯繫,信義區臺北市信義區泰和里024鄰吳興街６００巷８６弄１７號,20240201,082400
